Baby Peach,Standard Kart,Gold,Cloud,8,8,7,6,10,6,16,14,15,15,11,13,13,142
Baby Peach,Standard Kart,Gold,Gold,9,7,8,6,9,8,16,15,14,14,10,12,14,142
Baby Peach,Standard Kart,Gold,Parafoil,8,7,7,6,10,7,16,15,15,14,10,13,13,141
Baby Peach,Standard Kart,Leaf,Souper,6,7,8,6,14,3,17,15,16,18,12,16,12,150
Baby Peach,Standard Kart,Leaf,Cloud,5,7,7,7,15,2,17,15,17,18,12,17,11,150
Baby Peach,Standard Kart,Leaf,Gold,6,6,8,7,14,4,17,16,16,17,11,16,12,150
Baby Peach,Standard Kart,Leaf,Parafoil,5,6,7,7,15,3,17,16,17,17,11,17,11,149
Baby Peach,Standard Kart,Offroad,Souper,8,9,7,6,12,6,15,13,16,16,15,13,16,152
Baby Peach,Standard Kart,Offroad,Cloud,7,9,6,7,13,5,15,13,17,16,15,14,15,152
Baby Peach,Standard Kart,Offroad,Gold,8,8,7,7,12,7,15,14,16,15,14,13,16,152
Baby Peach,Standard Kart,Offroad,Parafoil,7,8,6,7,13,6,15,14,17,15,14,14,15,151
Baby Peach,Standard Kart,Triforce,Souper,8,9,7,6,12,6,15,13,16,16,15,13,15,151
Baby Peach,Standard Kart,Triforce,Cloud,7,9,6,7,13,5,15,13,17,16,15,14,14,151
Baby Peach,Standard Kart,Triforce,Gold,8,8,7,7,12,7,15,14,16,15,14,13,15,151
Baby Peach,Standard Kart,Triforce,Parafoil,7,8,6,7,13,6,15,14,17,15,14,14,14,150
Baby Peach,Standard Kart,Sponge,Souper,6,6,10,5,13,4,16,13,17,16,15,16,13,150
Baby Peach,Standard Kart,Sponge,Cloud,5,6,9,6,14,3,16,13,18,16,15,17,12,150
Baby Peach,Standard Kart,Sponge,Gold,6,5,10,6,13,5,16,14,17,15,14,16,13,150
Baby Peach,Standard Kart,Sponge,Parafoil,5,5,9,6,14,4,16,14,18,15,14,17,12,149
Baby Peach,Standard Kart,Cushion,Souper,6,6,10,5,13,4,16,13,17,16,15,16,15,152
Baby Peach,Standard Kart,Cushion,Cloud,5,6,9,6,14,3,16,13,18,16,15,17,14,152
Baby Peach,Standard Kart,Cushion,Gold,6,5,10,6,13,5,16,14,17,15,14,16,15,152
Baby Peach,Standard Kart,Cushion,Parafoil,5,5,9,6,14,4,16,14,18,15,14,17,14,151
Baby Peach,Mercedes Roadster,Normal,Souper,7,8,9,6,13,5,17,15,17,17,14,15,14,157
Baby Peach,Mercedes Roadster,Normal,Cloud,6,8,8,7,14,4,17,15,18,17,14,16,13,157
Baby Peach,Mercedes Roadster,Normal,Gold,7,7,9,7,13,6,17,16,17,16,13,15,14,157
Baby Peach,Mercedes Roadster,Normal,Parafoil,6,7,8,7,14,5,17,16,18,16,13,16,13,156
Baby Peach,Mercedes Roadster,Mercedes,Souper,7,8,9,6,13,5,17,15,17,17,14,15,15,158
Baby Peach,Mercedes Roadster,Mercedes,Cloud,6,8,8,7,14,4,17,15,18,17,14,16,14,158
Baby Peach,Mercedes Roadster,Mercedes,Gold,7,7,9,7,13,6,17,16,17,16,13,15,15,158
Baby Peach,Mercedes Roadster,Mercedes,Parafoil,6,7,8,7,14,5,17,16,18,16,13,16,14,157
Baby Peach,Mercedes Roadster,Monster,Souper,7,7,7,6,11,7,14,13,15,14,16,14,16,147
Baby Peach,Mercedes Roadster,Monster,Cloud,6,7,6,7,12,6,14,13,16,14,16,15,15,147
Baby Peach,Mercedes Roadster,Monster,Gold,7,6,7,7,11,8,14,14,15,13,15,14,16,147
Baby Peach,Mercedes Roadster,Monster,Parafoil,6,6,6,7,12,7,14,14,16,13,15,15,15,146
Baby Peach,Mercedes Roadster,Ancient,Souper,7,7,7,6,11,7,14,13,15,14,16,14,15,146
Baby Peach,Mercedes Roadster,Ancient,Cloud,6,7,6,7,12,6,14,13,16,14,16,15,14,146
Baby Peach,Mercedes Roadster,Ancient,Gold,7,6,7,7,11,8,14,14,15,13,15,14,15,146
Baby Peach,Mercedes Roadster,Ancient,Parafoil,6,6,6,7,12,7,14,14,16,13,15,15,14,145
Baby Peach,Mercedes Roadster,Roller,Souper,5,8,9,4,15,3,18,16,18,18,13,17,11,155
Baby Peach,Mercedes Roadster,Roller,Cloud,4,8,8,5,16,2,18,16,19,18,13,18,10,155
Baby Peach,Mercedes Roadster,Roller,Gold,5,7,9,5,15,4,18,17,18,17,12,17,11,155
Baby Peach,Mercedes Roadster,Roller,Parafoil,4,7,8,5,16,3,18,17,19,17,12,18,10,154
Baby Peach,Mercedes Roadster,Wooden,Souper,8,7,8,8,11,5,18,16,18,17,10,14,15,155
Baby Peach,Mercedes Roadster,Wooden,Cloud,7,7,7,9,12,4,18,16,19,17,10,15,14,155
Baby Peach,Mercedes Roadster,Wooden,Gold,8,6,8,9,11,6,18,17,18,16,9,14,15,155
Baby Peach,Mercedes Roadster,Wooden,Parafoil,7,6,7,9,12,5,18,17,19,16,9,15,14,154
Baby Peach,Mercedes Roadster,Slick,Souper,9,5,6,8,10,6,16,12,15,16,9,12,15,139
Baby Peach,Mercedes Roadster,Slick,Cloud,8,5,5,9,11,5,16,12,16,16,9,13,14,139
Baby Peach,Mercedes Roadster,Slick,Gold,9,4,6,9,10,7,16,13,15,15,8,12,15,139
Baby Peach,Mercedes Roadster,Slick,Parafoil,8,4,5,9,11,6,16,13,16,15,8,13,14,138
Baby Peach,Mercedes Roadster,Metal,Souper,9,8,8,5,9,7,16,14,14,15,11,12,16,144
Baby Peach,Mercedes Roadster,Metal,Cloud,8,8,7,6,10,6,16,14,15,15,11,13,15,144
Baby Peach,Mercedes Roadster,Metal,Gold,9,7,8,6,9,8,16,15,14,14,10,12,16,144
Baby Peach,Mercedes Roadster,Metal,Parafoil,8,7,7,6,10,7,16,15,15,14,10,13,15,143
Baby Peach,Mercedes Roadster,Gold,Souper,9,8,8,5,9,7,16,14,14,15,11,12,15,143
Baby Peach,Mercedes Roadster,Gold,Cloud,8,8,7,6,10,6,16,14,15,15,11,13,14,143
Baby Peach,Mercedes Roadster,Gold,Gold,9,7,8,6,9,8,16,15,14,14,10,12,15,143
Baby Peach,Mercedes Roadster,Gold,Parafoil,8,7,7,6,10,7,16,15,15,14,10,13,14,142
Baby Peach,Mercedes Roadster,Leaf,Souper,6,7,8,6,14,3,17,15,16,18,12,16,13,151
Baby Peach,Mercedes Roadster,Leaf,Cloud,5,7,7,7,15,2,17,15,17,18,12,17,12,151
Baby Peach,Mercedes Roadster,Leaf,Gold,6,6,8,7,14,4,17,16,16,17,11,16,13,151
Baby Peach,Mercedes Roadster,Leaf,Parafoil,5,6,7,7,15,3,17,16,17,17,11,17,12,150
Baby Peach,Mercedes Roadster,Offroad,Souper,8,9,7,6,12,6,15,13,16,16,15,13,17,153
Baby Peach,Mercedes Roadster,Offroad,Cloud,7,9,6,7,13,5,15,13,17,16,15,14,16,153
Baby Peach,Mercedes Roadster,Offroad,Gold,8,8,7,7,12,7,15,14,16,15,14,13,17,153
Baby Peach,Mercedes Roadster,Offroad,Parafoil,7,8,6,7,13,6,15,14,17,15,14,14,16,152
Baby Peach,Mercedes Roadster,Triforce,Souper,8,9,7,6,12,6,15,13,16,16,15,13,16,152
Baby Peach,Mercedes Roadster,Triforce,Cloud,7,9,6,7,13,5,15,13,17,16,15,14,15,152
Baby Peach,Mercedes Roadster,Triforce,Gold,8,8,7,7,12,7,15,14,16,15,14,13,16,152
Baby Peach,Mercedes Roadster,Triforce,Parafoil,7,8,6,7,13,6,15,14,17,15,14,14,15,151
Baby Peach,Mercedes Roadster,Sponge,Souper,6,6,10,5,13,4,16,13,17,16,15,16,14,151
Baby Peach,Mercedes Roadster,Sponge,Cloud,5,6,9,6,14,3,16,13,18,16,15,17,13,151
Baby Peach,Mercedes Roadster,Sponge,Gold,6,5,10,6,13,5,16,14,17,15,14,16,14,151
Baby Peach,Mercedes Roadster,Sponge,Parafoil,5,5,9,6,14,4,16,14,18,15,14,17,13,150
Baby Peach,Mercedes Roadster,Cushion,Souper,6,6,10,5,13,4,16,13,17,16,15,16,16,153
Baby Peach,Mercedes Roadster,Cushion,Cloud,5,6,9,6,14,3,16,13,18,16,15,17,15,153
Baby Peach,Mercedes Roadster,Cushion,Gold,6,5,10,6,13,5,16,14,17,15,14,16,16,153
Baby Peach,Mercedes Roadster,Cushion,Parafoil,5,5,9,6,14,4,16,14,18,15,14,17,15,152
Baby Peach,Pipe Frame,Normal,Souper,5,8,7,4,15,4,19,17,16,18,15,16,12,156
Baby Peach,Pipe Frame,Normal,Cloud,4,8,6,5,16,3,19,17,17,18,15,17,11,156
Baby Peach,Pipe Frame,Normal,Gold,5,7,7,5,15,5,19,18,16,17,14,16,12,156
Baby Peach,Pipe Frame,Normal,Parafoil,4,7,6,5,16,4,19,18,17,17,14,17,11,155
Baby Peach,Pipe Frame,Mercedes,Souper,5,8,7,4,15,4,19,17,16,18,15,16,13,157
Baby Peach,Pipe Frame,Mercedes,Cloud,4,8,6,5,16,3,19,17,17,18,15,17,12,157
Baby Peach,Pipe Frame,Mercedes,Gold,5,7,7,5,15,5,19,18,16,17,14,16,13,157
Baby Peach,Pipe Frame,Mercedes,Parafoil,4,7,6,5,16,4,19,18,17,17,14,17,12,156
Baby Peach,Pipe Frame,Monster,Souper,5,7,5,4,13,6,16,15,14,15,17,15,14,146
Baby Peach,Pipe Frame,Monster,Cloud,4,7,4,5,14,5,16,15,15,15,17,16,13,146
Baby Peach,Pipe Frame,Monster,Gold,5,6,5,5,13,7,16,16,14,14,16,15,14,146
Baby Peach,Pipe Frame,Monster,Parafoil,4,6,4,5,14,6,16,16,15,14,16,16,13,145
Baby Peach,Pipe Frame,Ancient,Souper,5,7,5,4,13,6,16,15,14,15,17,15,13,145
Baby Peach,Pipe Frame,Ancient,Cloud,4,7,4,5,14,5,16,15,15,15,17,16,12,145
Baby Peach,Pipe Frame,Ancient,Gold,5,6,5,5,13,7,16,16,14,14,16,15,13,145
Baby Peach,Pipe Frame,Ancient,Parafoil,4,6,4,5,14,6,16,16,15,14,16,16,12,144
Baby Peach,Pipe Frame,Roller,Souper,3,8,7,2,17,2,20,18,17,19,14,18,9,154
Baby Peach,Pipe Frame,Roller,Cloud,2,8,6,3,18,1,20,18,18,19,14,19,8,154
Baby Peach,Pipe Frame,Roller,Gold,3,7,7,3,17,3,20,19,17,18,13,18,9,154
Baby Peach,Pipe Frame,Roller,Parafoil,2,7,6,3,18,2,20,19,18,18,13,19,8,153
Baby Peach,Pipe Frame,Wooden,Souper,6,7,6,6,13,4,20,18,17,18,11,15,13,154
Baby Peach,Pipe Frame,Wooden,Cloud,5,7,5,7,14,3,20,18,18,18,11,16,12,154
Baby Peach,Pipe Frame,Wooden,Gold,6,6,6,7,13,5,20,19,17,17,10,15,13,154
Baby Peach,Pipe Frame,Wooden,Parafoil,5,6,5,7,14,4,20,19,18,17,10,16,12,153
Baby Peach,Pipe Frame,Slick,Souper,7,5,4,6,12,5,18,14,14,17,10,13,13,138
Baby Peach,Pipe Frame,Slick,Cloud,6,5,3,7,13,4,18,14,15,17,10,14,12,138
Baby Peach,Pipe Frame,Slick,Gold,7,4,4,7,12,6,18,15,14,16,9,13,13,138
Baby Peach,Pipe Frame,Slick,Parafoil,6,4,3,7,13,5,18,15,15,16,9,14,12,137
Baby Peach,Pipe Frame,Metal,Souper,7,8,6,3,11,6,18,16,13,16,12,13,14,143
Baby Peach,Pipe Frame,Metal,Cloud,6,8,5,4,12,5,18,16,14,16,12,14,13,143
Baby Peach,Pipe Frame,Metal,Gold,7,7,6,4,11,7,18,17,13,15,11,13,14,143
Baby Peach,Pipe Frame,Metal,Parafoil,6,7,5,4,12,6,18,17,14,15,11,14,13,142
Baby Peach,Pipe Frame,Gold,Souper,7,8,6,3,11,6,18,16,13,16,12,13,13,142
Baby Peach,Pipe Frame,Gold,Cloud,6,8,5,4,12,5,18,16,14,16,12,14,12,142
Baby Peach,Pipe Frame,Gold,Gold,7,7,6,4,11,7,18,17,13,15,11,13,13,142
Baby Peach,Pipe Frame,Gold,Parafoil,6,7,5,4,12,6,18,17,14,15,11,14,12,141
Baby Peach,Pipe Frame,Leaf,Souper,4,7,6,4,16,2,19,17,15,19,13,17,11,150
Baby Peach,Pipe Frame,Leaf,Cloud,3,7,5,5,17,1,19,17,16,19,13,18,10,150
Baby Peach,Pipe Frame,Leaf,Gold,4,6,6,5,16,3,19,18,15,18,12,17,11,150
Baby Peach,Pipe Frame,Leaf,Parafoil,3,6,5,5,17,2,19,18,16,18,12,18,10,149
Baby Peach,Pipe Frame,Offroad,Souper,6,9,5,4,14,5,17,15,15,17,16,14,15,152
Baby Peach,Pipe Frame,Offroad,Cloud,5,9,4,5,15,4,17,15,16,17,16,15,14,152
Baby Peach,Pipe Frame,Offroad,Gold,6,8,5,5,14,6,17,16,15,16,15,14,15,152
Baby Peach,Pipe Frame,Offroad,Parafoil,5,8,4,5,15,5,17,16,16,16,15,15,14,151
Baby Peach,Pipe Frame,Triforce,Souper,6,9,5,4,14,5,17,15,15,17,16,14,14,151
Baby Peach,Pipe Frame,Triforce,Cloud,5,9,4,5,15,4,17,15,16,17,16,15,13,151
Baby Peach,Pipe Frame,Triforce,Gold,6,8,5,5,14,6,17,16,15,16,15,14,14,151
Baby Peach,Pipe Frame,Triforce,Parafoil,5,8,4,5,15,5,17,16,16,16,15,15,13,150
Baby Peach,Pipe Frame,Sponge,Souper,4,6,8,3,15,3,18,15,16,17,16,17,12,150
Baby Peach,Pipe Frame,Sponge,Cloud,3,6,7,4,16,2,18,15,17,17,16,18,11,150
Baby Peach,Pipe Frame,Sponge,Gold,4,5,8,4,15,4,18,16,16,16,15,17,12,150
Baby Peach,Pipe Frame,Sponge,Parafoil,3,5,7,4,16,3,18,16,17,16,15,18,11,149
Baby Peach,Pipe Frame,Cushion,Souper,4,6,8,3,15,3,18,15,16,17,16,17,14,152
Baby Peach,Pipe Frame,Cushion,Cloud,3,6,7,4,16,2,18,15,17,17,16,18,13,152
Baby Peach,Pipe Frame,Cushion,Gold,4,5,8,4,15,4,18,16,16,16,15,17,14,152
Baby Peach,Pipe Frame,Cushion,Parafoil,3,5,7,4,16,3,18,16,17,16,15,18,13,151
Baby Peach,City Tripper,Normal,Souper,5,8,7,4,15,4,19,17,16,18,15,16,11,155
Baby Peach,City Tripper,Normal,Cloud,4,8,6,5,16,3,19,17,17,18,15,17,10,155
Baby Peach,City Tripper,Normal,Gold,5,7,7,5,15,5,19,18,16,17,14,16,11,155
Baby Peach,City Tripper,Normal,Parafoil,4,7,6,5,16,4,19,18,17,17,14,17,10,154
Baby Peach,City Tripper,Mercedes,Souper,5,8,7,4,15,4,19,17,16,18,15,16,12,156
Baby Peach,City Tripper,Mercedes,Cloud,4,8,6,5,16,3,19,17,17,18,15,17,11,156
Baby Peach,City Tripper,Mercedes,Gold,5,7,7,5,15,5,19,18,16,17,14,16,12,156
Baby Peach,City Tripper,Mercedes,Parafoil,4,7,6,5,16,4,19,18,17,17,14,17,11,155
Baby Peach,City Tripper,Monster,Souper,5,7,5,4,13,6,16,15,14,15,17,15,13,145
Baby Peach,City Tripper,Monster,Cloud,4,7,4,5,14,5,16,15,15,15,17,16,12,145
Baby Peach,City Tripper,Monster,Gold,5,6,5,5,13,7,16,16,14,14,16,15,13,145
Baby Peach,City Tripper,Monster,Parafoil,4,6,4,5,14,6,16,16,15,14,16,16,12,144
Baby Peach,City Tripper,Ancient,Souper,5,7,5,4,13,6,16,15,14,15,17,15,12,144
Baby Peach,City Tripper,Ancient,Cloud,4,7,4,5,14,5,16,15,15,15,17,16,11,144
Baby Peach,City Tripper,Ancient,Gold,5,6,5,5,13,7,16,16,14,14,16,15,12,144
Baby Peach,City Tripper,Ancient,Parafoil,4,6,4,5,14,6,16,16,15,14,16,16,11,143
Baby Peach,City Tripper,Roller,Souper,3,8,7,2,17,2,20,18,17,19,14,18,8,153
Baby Peach,City Tripper,Roller,Cloud,2,8,6,3,18,1,20,18,18,19,14,19,7,153
Baby Peach,City Tripper,Roller,Gold,3,7,7,3,17,3,20,19,17,18,13,18,8,153
Baby Peach,City Tripper,Roller,Parafoil,2,7,6,3,18,2,20,19,18,18,13,19,7,152
Baby Peach,City Tripper,Wooden,Souper,6,7,6,6,13,4,20,18,17,18,11,15,12,153
Baby Peach,City Tripper,Wooden,Cloud,5,7,5,7,14,3,20,18,18,18,11,16,11,153
Baby Peach,City Tripper,Wooden,Gold,6,6,6,7,13,5,20,19,17,17,10,15,12,153
Baby Peach,City Tripper,Wooden,Parafoil,5,6,5,7,14,4,20,19,18,17,10,16,11,152
Baby Peach,City Tripper,Slick,Souper,7,5,4,6,12,5,18,14,14,17,10,13,12,137
Baby Peach,City Tripper,Slick,Cloud,6,5,3,7,13,4,18,14,15,17,10,14,11,137
Baby Peach,City Tripper,Slick,Gold,7,4,4,7,12,6,18,15,14,16,9,13,12,137
Baby Peach,City Tripper,Slick,Parafoil,6,4,3,7,13,5,18,15,15,16,9,14,11,136
Baby Peach,City Tripper,Metal,Souper,7,8,6,3,11,6,18,16,13,16,12,13,13,142
Baby Peach,City Tripper,Metal,Cloud,6,8,5,4,12,5,18,16,14,16,12,14,12,142
Baby Peach,City Tripper,Metal,Gold,7,7,6,4,11,7,18,17,13,15,11,13,13,142
Baby Peach,City Tripper,Metal,Parafoil,6,7,5,4,12,6,18,17,14,15,11,14,12,141
Baby Peach,City Tripper,Gold,Souper,7,8,6,3,11,6,18,16,13,16,12,13,12,141
Baby Peach,City Tripper,Gold,Cloud,6,8,5,4,12,5,18,16,14,16,12,14,11,141
Baby Peach,City Tripper,Gold,Gold,7,7,6,4,11,7,18,17,13,15,11,13,12,141
Baby Peach,City Tripper,Gold,Parafoil,6,7,5,4,12,6,18,17,14,15,11,14,11,140
Baby Peach,City Tripper,Leaf,Souper,4,7,6,4,16,2,19,17,15,19,13,17,10,149
Baby Peach,City Tripper,Leaf,Cloud,3,7,5,5,17,1,19,17,16,19,13,18,9,149
Baby Peach,City Tripper,Leaf,Gold,4,6,6,5,16,3,19,18,15,18,12,17,10,149
Baby Peach,City Tripper,Leaf,Parafoil,3,6,5,5,17,2,19,18,16,18,12,18,9,148
Baby Peach,City Tripper,Offroad,Souper,6,9,5,4,14,5,17,15,15,17,16,14,14,151
Baby Peach,City Tripper,Offroad,Cloud,5,9,4,5,15,4,17,15,16,17,16,15,13,151
Baby Peach,City Tripper,Offroad,Gold,6,8,5,5,14,6,17,16,15,16,15,14,14,151
Baby Peach,City Tripper,Offroad,Parafoil,5,8,4,5,15,5,17,16,16,16,15,15,13,150
Baby Peach,City Tripper,Triforce,Souper,6,9,5,4,14,5,17,15,15,17,16,14,13,150
Baby Peach,City Tripper,Triforce,Cloud,5,9,4,5,15,4,17,15,16,17,16,15,12,150
Baby Peach,City Tripper,Triforce,Gold,6,8,5,5,14,6,17,16,15,16,15,14,13,150
Baby Peach,City Tripper,Triforce,Parafoil,5,8,4,5,15,5,17,16,16,16,15,15,12,149
Baby Peach,City Tripper,Sponge,Souper,4,6,8,3,15,3,18,15,16,17,16,17,11,149
Baby Peach,City Tripper,Sponge,Cloud,3,6,7,4,16,2,18,15,17,17,16,18,10,149
Baby Peach,City Tripper,Sponge,Gold,4,5,8,4,15,4,18,16,16,16,15,17,11,149
Baby Peach,City Tripper,Sponge,Parafoil,3,5,7,4,16,3,18,16,17,16,15,18,10,148
Baby Peach,City Tripper,Cushion,Souper,4,6,8,3,15,3,18,15,16,17,16,17,13,151
Baby Peach,City Tripper,Cushion,Cloud,3,6,7,4,16,2,18,15,17,17,16,18,12,151
Baby Peach,City Tripper,Cushion,Gold,4,5,8,4,15,4,18,16,16,16,15,17,13,151
Baby Peach,City Tripper,Cushion,Parafoil,3,5,7,4,16,3,18,16,17,16,15,18,12,150
Baby Peach,Mach 8,Normal,Souper,7,8,10,8,12,6,16,15,16,18,15,15,14,160
Baby Peach,Mach 8,Normal,Cloud,6,8,9,9,13,5,16,15,17,18,15,16,13,160
Baby Peach,Mach 8,Normal,Gold,7,7,10,9,12,7,16,16,16,17,14,15,14,160
Baby Peach,Mach 8,Normal,Parafoil,6,7,9,9,13,6,16,16,17,17,14,16,13,159
Baby Peach,Mach 8,Mercedes,Souper,7,8,10,8,12,6,16,15,16,18,15,15,15,161
Baby Peach,Mach 8,Mercedes,Cloud,6,8,9,9,13,5,16,15,17,18,15,16,14,161
Baby Peach,Mach 8,Mercedes,Gold,7,7,10,9,12,7,16,16,16,17,14,15,15,161
Baby Peach,Mach 8,Mercedes,Parafoil,6,7,9,9,13,6,16,16,17,17,14,16,14,160
Baby Peach,Mach 8,Monster,Souper,7,7,8,8,10,8,13,13,14,15,17,14,16,150
Baby Peach,Mach 8,Monster,Cloud,6,7,7,9,11,7,13,13,15,15,17,15,15,150
Baby Peach,Mach 8,Monster,Gold,7,6,8,9,10,9,13,14,14,14,16,14,16,150
Baby Peach,Mach 8,Monster,Parafoil,6,6,7,9,11,8,13,14,15,14,16,15,15,149
Baby Peach,Mach 8,Ancient,Souper,7,7,8,8,10,8,13,13,14,15,17,14,15,149
Baby Peach,Mach 8,Ancient,Cloud,6,7,7,9,11,7,13,13,15,15,17,15,14,149
Baby Peach,Mach 8,Ancient,Gold,7,6,8,9,10,9,13,14,14,14,16,14,15,149
Baby Peach,Mach 8,Ancient,Parafoil,6,6,7,9,11,8,13,14,15,14,16,15,14,148
Baby Peach,Mach 8,Roller,Souper,5,8,10,6,14,4,17,16,17,19,14,17,11,158
Baby Peach,Mach 8,Roller,Cloud,4,8,9,7,15,3,17,16,18,19,14,18,10,158
Baby Peach,Mach 8,Roller,Gold,5,7,10,7,14,5,17,17,17,18,13,17,11,158
Baby Peach,Mach 8,Roller,Parafoil,4,7,9,7,15,4,17,17,18,18,13,18,10,157
Baby Peach,Mach 8,Wooden,Souper,8,7,9,10,10,6,17,16,17,18,11,14,15,158
Baby Peach,Mach 8,Wooden,Cloud,7,7,8,11,11,5,17,16,18,18,11,15,14,158
Baby Peach,Mach 8,Wooden,Gold,8,6,9,11,10,7,17,17,17,17,10,14,15,158
Baby Peach,Mach 8,Wooden,Parafoil,7,6,8,11,11,6,17,17,18,17,10,15,14,157
Baby Peach,Mach 8,Slick,Souper,9,5,7,10,9,7,15,12,14,17,10,12,15,142
Baby Peach,Mach 8,Slick,Cloud,8,5,6,11,10,6,15,12,15,17,10,13,14,142
Baby Peach,Mach 8,Slick,Gold,9,4,7,11,9,8,15,13,14,16,9,12,15,142
Baby Peach,Mach 8,Slick,Parafoil,8,4,6,11,10,7,15,13,15,16,9,13,14,141
Baby Peach,Mach 8,Metal,Souper,9,8,9,7,8,8,15,14,13,16,12,12,16,147
Baby Peach,Mach 8,Metal,Cloud,8,8,8,8,9,7,15,14,14,16,12,13,15,147
Baby Peach,Mach 8,Metal,Gold,9,7,9,8,8,9,15,15,13,15,11,12,16,147
Baby Peach,Mach 8,Metal,Parafoil,8,7,8,8,9,8,15,15,14,15,11,13,15,146
Baby Peach,Mach 8,Gold,Souper,9,8,9,7,8,8,15,14,13,16,12,12,15,146
Baby Peach,Mach 8,Gold,Cloud,8,8,8,8,9,7,15,14,14,16,12,13,14,146
Baby Peach,Mach 8,Gold,Gold,9,7,9,8,8,9,15,15,13,15,11,12,15,146
Baby Peach,Mach 8,Gold,Parafoil,8,7,8,8,9,8,15,15,14,15,11,13,14,145
Baby Peach,Mach 8,Leaf,Souper,6,7,9,8,13,4,16,15,15,19,13,16,13,154
Baby Peach,Mach 8,Leaf,Cloud,5,7,8,9,14,3,16,15,16,19,13,17,12,154
Baby Peach,Mach 8,Leaf,Gold,6,6,9,9,13,5,16,16,15,18,12,16,13,154
Baby Peach,Mach 8,Leaf,Parafoil,5,6,8,9,14,4,16,16,16,18,12,17,12,153
Baby Peach,Mach 8,Offroad,Souper,8,9,8,8,11,7,14,13,15,17,16,13,17,156
Baby Peach,Mach 8,Offroad,Cloud,7,9,7,9,12,6,14,13,16,17,16,14,16,156
Baby Peach,Mach 8,Offroad,Gold,8,8,8,9,11,8,14,14,15,16,15,13,17,156
Baby Peach,Mach 8,Offroad,Parafoil,7,8,7,9,12,7,14,14,16,16,15,14,16,155
Baby Peach,Mach 8,Triforce,Souper,8,9,8,8,11,7,14,13,15,17,16,13,16,155
Baby Peach,Mach 8,Triforce,Cloud,7,9,7,9,12,6,14,13,16,17,16,14,15,155
